id_oferty;id_firmy;okres_umowy;grupa_okresu;nazwa_oferty;predkosc_pobierania;predkosc_wysylania;grupa_porownawcza_internet;nazwa_pakietu;liczba_kanalow;grupa_porownawcza_telewizja;dodatki;uwagi;okres_od_1;okres_do_1;cena_1;okres_od_2;okres_do_2;cena_2;okres_od_3;okres_do_3;cena_3
421;MC2;24;24;Trzymaj z nami;900;60;800;START Box;65;57;SMART S - 33 kanały;cena z rabatem za e-fakturę;1;1;156.56;2;24;161.55;;;
422;MC2;24;24;Trzymaj z nami;900;60;800;MINI Box;96;129;SMART M - 84 kanały;cena z rabatem za e-fakturę;1;1;161.56;2;24;166.55;;;
423;MC2;24;24;Trzymaj z nami;900;60;800;SUPER Box;134;129;SMART M - 84 kanały;cena z rabatem za e-fakturę;1;1;166.56;2;24;171.55;;;
424;MC2;24;24;Trzymaj z nami;900;60;800;MAX Box;152;129;SMART L - 136 kanałów;cena z rabatem za e-fakturę;1;1;169.56;2;24;174.55;;;
425;MC2;12;12;STOP EXTRA NET I TV;300;25;300;START Box;65;57;;cena z rabatem za e-fakturę;1;12;61.33;;;;;;
426;MC2;12;12;STOP EXTRA NET I TV;300;25;300;MINI Box;96;129;;cena z rabatem za e-fakturę;1;12;86.19;;;;;;
427;MC2;12;12;STOP EXTRA NET I TV;650;50;650;SUPER Box;134;129;;cena z rabatem za e-fakturę;1;12;67.54;;;;;;
428;MC2;12;12;STOP EXTRA NET I TV;650;50;650;MAX Box;152;129;;cena z rabatem za e-fakturę;1;12;92.40;;;;;;
429;MC1_OLSZTYN;24;24;NET + TV;300;30;300;SUPER Box;132;129;;cena z rabatem za e-fakturę;1;7;74.99;8;24;89.99;;;
430;MC1_OLSZTYN;24;24;NET + TV;300;30;300;MAX Box;152;129;;cena z rabatem za e-fakturę;1;7;78.99;8;24;93.99;;;
431;MC1_OLSZTYN;24;24;NET + TV;600;60;650;SUPER Box;132;129;;cena z rabatem za e-fakturę;1;7;84.99;8;24;99.99;;;
432;MC1_OLSZTYN;24;24;NET + TV;600;60;650;MAX Box;152;129;;cena z rabatem za e-fakturę;1;7;88.99;8;24;103.33;;;
433;MC1_OLSZTYN;24;24;NET + TV;900;90;800;SUPER Box;132;129;;cena z rabatem za e-fakturę;1;7;94.99;8;24;109.99;;;
434;MC1_OLSZTYN;24;24;NET + TV;900;90;800;MAX Box;152;129;;cena z rabatem za e-fakturę;1;7;98.99;8;24;113.99;;;
435;MC1_STARGARD;24;24;NET + TV;300;30;300;SUPER Box;132;129;;cena z rabatem za e-fakturę;1;7;74.99;8;24;89.99;;;
436;MC1_STARGARD;24;24;NET + TV;300;30;300;MAX Box;152;129;;cena z rabatem za e-fakturę;1;7;78.99;8;24;93.99;;;
437;MC1_STARGARD;24;24;NET + TV;600;60;650;SUPER Box;132;129;;cena z rabatem za e-fakturę;1;7;84.99;8;24;99.99;;;
438;MC1_STARGARD;24;24;NET + TV;600;60;650;MAX Box;152;129;;cena z rabatem za e-fakturę;1;7;88.99;8;24;103.33;;;
439;MC1_STARGARD;24;24;NET + TV;900;90;800;SUPER Box;132;129;;cena z rabatem za e-fakturę;1;7;94.99;8;24;109.99;;;
440;MC1_STARGARD;24;24;NET + TV;900;90;800;MAX Box;152;129;;cena z rabatem za e-fakturę;1;7;98.99;8;24;113.99;;;
441;MC1_OSTRODA;24;24;NET + TV;300;30;300;SUPER Box;132;129;;cena z rabatem za e-fakturę;1;7;74.99;8;24;89.99;;;
442;MC1_OSTRODA;24;24;NET + TV;300;30;300;MAX Box;152;129;;cena z rabatem za e-fakturę;1;7;78.99;8;24;93.99;;;
443;MC1_OSTRODA;24;24;NET + TV;600;60;650;SUPER Box;132;129;;cena z rabatem za e-fakturę;1;7;84.99;8;24;99.99;;;
444;MC1_OSTRODA;24;24;NET + TV;600;60;650;MAX Box;152;129;;cena z rabatem za e-fakturę;1;7;88.99;8;24;103.33;;;
445;MC1_OSTRODA;24;24;NET + TV;900;90;800;SUPER Box;132;129;;cena z rabatem za e-fakturę;1;7;94.99;8;24;109.99;;;
446;MC1_OSTRODA;24;24;NET + TV;900;90;800;MAX Box;152;129;;cena z rabatem za e-fakturę;1;7;98.99;8;24;113.99;;;
447;MC1_LOWICZ;24;24;NET + TV;300;30;300;SUPER Box;132;129;;cena z rabatem za e-fakturę;1;7;74.99;8;24;89.99;;;
448;MC1_LOWICZ;24;24;NET + TV;300;30;300;MAX Box;152;129;;cena z rabatem za e-fakturę;1;7;78.99;8;24;93.99;;;
449;MC1_LOWICZ;24;24;NET + TV;600;60;650;SUPER Box;132;129;;cena z rabatem za e-fakturę;1;7;84.99;8;24;99.99;;;
450;MC1_LOWICZ;24;24;NET + TV;600;60;650;MAX Box;152;129;;cena z rabatem za e-fakturę;1;7;88.99;8;24;103.33;;;
451;MC1_LOWICZ;24;24;NET + TV;900;90;800;SUPER Box;132;129;;cena z rabatem za e-fakturę;1;7;94.99;8;24;109.99;;;
452;MC1_LOWICZ;24;24;NET + TV;900;90;800;MAX Box;152;129;;cena z rabatem za e-fakturę;1;7;98.99;8;24;113.99;;;
453;MC1_KWIDZYN;24;24;NET + TV;300;30;300;SUPER Box;132;129;;cena z rabatem za e-fakturę;1;7;74.99;8;24;89.99;;;
454;MC1_KWIDZYN;24;24;NET + TV;300;30;300;MAX Box;152;129;;cena z rabatem za e-fakturę;1;7;78.99;8;24;93.99;;;
455;MC1_KWIDZYN;24;24;NET + TV;600;60;650;SUPER Box;132;129;;cena z rabatem za e-fakturę;1;7;84.99;8;24;99.99;;;
456;MC1_KWIDZYN;24;24;NET + TV;600;60;650;MAX Box;152;129;;cena z rabatem za e-fakturę;1;7;88.99;8;24;103.33;;;
457;MC1_KWIDZYN;24;24;NET + TV;900;90;800;SUPER Box;132;129;;cena z rabatem za e-fakturę;1;7;94.99;8;24;109.99;;;
458;MC1_KWIDZYN;24;24;NET + TV;900;90;800;MAX Box;152;129;;cena z rabatem za e-fakturę;1;7;98.99;8;24;113.99;;;
459;JIM-SAT;999;999;Dla Seniora;10;10;120;Pakiet E;106;129;;"dostępny dla Klientów posiadających 
legitymację emeryta / rencisty
, cena z rabatem za e-fakturę";1;999;75.00;;;;;;
460;JIM-SAT;999;999;Internet i Telewizja;10;10;120;Pakiet E;106;129;;cena z rabatem za e-fakturę;1;999;87.00;;;;;;
461;JIM-SAT;999;999;Internet i Telewizja;50;50;120;Pakiet E;106;129;;cena z rabatem za e-fakturę;1;999;97.00;;;;;;
462;JIM-SAT;999;999;Internet i Telewizja;100;100;120;Pakiet E;106;129;;cena z rabatem za e-fakturę;1;999;107.00;;;;;;
463;JIM-SAT;999;999;Internet i Telewizja;300;300;300;Pakiet E;106;129;;cena z rabatem za e-fakturę;1;999;97.00;;;;;;
464;JIM-SAT;999;999;Internet i Telewizja;600;600;650;Pakiet E;106;129;;cena z rabatem za e-fakturę;1;999;117.00;;;;;;
465;JIM-SAT;999;999;Internet i Telewizja;900;900;800;Pakiet E;106;129;;cena z rabatem za e-fakturę;1;999;127.00;;;;;;
466;ELTRONIK;24;24;HFC + Telewizja;500;100;650;DOM PLUS;100;129;;;1;24;116.90;;;;;;
467;ELTRONIK;24;24;HFC + Telewizja;500;100;650;DOM LUX;145;129;;;1;24;134.90;;;;;;
468;ELTRONIK;24;24;HFC + Telewizja;500;100;650;DOM VIP;156;129;;;1;24;194.90;;;;;;
469;ELTRONIK;24;24;GPON MFH + Telewizja;600;150;650;DOM PLUS;100;129;;;1;24;121.90;;;;;;
470;ELTRONIK;24;24;GPON MFH + Telewizja;600;150;650;DOM LUX;145;129;;;1;24;139.90;;;;;;
471;ELTRONIK;24;24;GPON MFH + Telewizja;600;150;650;DOM VIP;156;129;;;1;24;199.90;;;;;;
472;ELTRONIK;24;24;GPON MFH + Telewizja;700;150;650;DOM PLUS;100;129;;;1;24;131.90;;;;;;
473;ELTRONIK;24;24;GPON MFH + Telewizja;700;150;650;DOM LUX;145;129;;;1;24;149.90;;;;;;
474;ELTRONIK;24;24;GPON MFH + Telewizja;700;150;650;DOM VIP;156;129;;;1;24;209.90;;;;;;
475;ELTRONIK;24;24;GPON MFH + Telewizja;900;200;800;DOM PLUS;100;129;;;1;24;151.00;;;;;;
476;ELTRONIK;24;24;GPON MFH + Telewizja;900;200;800;DOM LUX;145;129;;;1;24;169.00;;;;;;
477;ELTRONIK;24;24;GPON MFH + Telewizja;900;200;800;DOM VIP;156;129;;;1;24;229.00;;;;;;
478;ELTRONIK;24;24;GPON MFH + Telewizja;1000;200;800;DOM PLUS;100;129;;;1;24;162.00;;;;;;
479;ELTRONIK;24;24;GPON MFH + Telewizja;1000;200;800;DOM LUX;145;129;;;1;24;180.00;;;;;;
480;ELTRONIK;24;24;GPON MFH + Telewizja;1000;200;800;DOM VIP;156;129;;;1;24;240.00;;;;;;
481;ELTRONIK;24;24;GPON SFH + Telewizja;600;150;650;DOM PLUS;100;129;;;1;24;137.00;;;;;;
482;ELTRONIK;24;24;GPON SFH + Telewizja;600;150;650;DOM LUX;145;129;;;1;24;155.00;;;;;;
483;ELTRONIK;24;24;GPON SFH + Telewizja;600;150;650;DOM VIP;156;129;;;1;24;215.00;;;;;;
484;ELTRONIK;24;24;GPON SFH + Telewizja;700;150;650;DOM PLUS;100;129;;;1;24;147.00;;;;;;
485;ELTRONIK;24;24;GPON SFH + Telewizja;700;150;650;DOM LUX;145;129;;;1;24;165.00;;;;;;
486;ELTRONIK;24;24;GPON SFH + Telewizja;700;150;650;DOM VIP;156;129;;;1;24;225.00;;;;;;
487;ELTRONIK;24;24;GPON SFH + Telewizja;900;200;800;DOM PLUS;100;129;;;1;24;161.00;;;;;;
488;ELTRONIK;24;24;GPON SFH + Telewizja;900;200;800;DOM LUX;145;129;;;1;24;179.00;;;;;;
489;ELTRONIK;24;24;GPON SFH + Telewizja;900;200;800;DOM VIP;156;129;;;1;24;239.00;;;;;;
490;ELTRONIK;24;24;GPON SFH + Telewizja;1000;200;800;DOM PLUS;100;129;;;1;24;172.00;;;;;;
491;ELTRONIK;24;24;GPON SFH + Telewizja;1000;200;800;DOM LUX;145;129;;;1;24;190.00;;;;;;
492;ELTRONIK;24;24;GPON SFH + Telewizja;1000;200;800;DOM VIP;156;129;;;1;24;250.00;;;;;;
493;ORANGE;24;24;Internet i Telewizja;300;50;300;Extra TV;230;236;Amazon Prime;cena z rabatami;1;24;84.99;;;;;;
494;ORANGE;24;24;Internet i Telewizja;600;100;650;Extra TV;230;236;Amazon Prime;cena z rabatami;1;6;0.00;7;24;125.00;;;
495;ORANGE;24;24;Internet i Telewizja;900;300;800;Extra TV;230;236;Amazon Prime;cena z rabatami;1;6;0.00;7;24;135.00;;;
496;ORANGE;24;24;Internet i Telewizja;1000;300;800;Extra TV;230;236;Amazon Prime;cena z rabatami;1;6;0.00;7;24;135.00;;;
497;ORANGE;24;24;Internet i Telewizja;2000;600;800;Extra TV;230;236;Amazon Prime;cena z rabatami;1;6;0.00;7;9;45.00;10;24;145.00
498;ORANGE;24;24;Internet i Telewizja;8000;1000;800;Extra TV;230;236;Amazon Prime;cena z rabatami;1;6;0.00;7;9;45.00;10;24;210.00
499;T-MOBILE;24;24;Internet i Telewizja;300;50;300;Magenta TV M;150;129;Abonament komórkowy;cena z rabatami;1;6;75.00;7;24;125.00;;;
500;T-MOBILE;24;24;Internet i Telewizja;300;50;300;Magenta TV L;194;184;Abonament komórkowy;cena z rabatami;1;6;75.00;7;24;155.00;;;
501;T-MOBILE;24;24;Internet i Telewizja;900;300;800;Magenta TV M;150;129;Abonament komórkowy;cena z rabatami;1;6;95.00;7;24;145.00;;;
502;T-MOBILE;24;24;Internet i Telewizja;900;300;800;Magenta TV L;194;184;Abonament komórkowy;cena z rabatami;1;6;95.00;7;24;175.00;;;
503;PLAY;24;24;Oferta specjalna;300;100;300;MAX;215;236;;cena z rabatami;1;24;80.00;;;;;;
504;PLAY;24;24;Oferta z reklamy;300;100;300;MAX;217;236;HBO;cena z rabatami;1;12;50.00;13;24;100.00;;;
505;PLAY;24;24;Oferta z reklamy;300;100;300;MAX;217;236;Eleven Sports;cena z rabatami;1;12;50.00;13;24;100.00;;;
506;PLAY;24;24;Oferta z reklamy;600;150;650;MAX;215;236;;cena z rabatami;1;12;55.00;13;24;110.00;;;
507;PLAY;24;24;Internet i Telewizja MAX;300;100;300;MAX;217;236;;cena z rabatami;1;24;100.00;;;;;;
508;PLAY;24;24;Internet i Telewizja MAX;600;150;650;MAX;217;236;;cena z rabatami;1;24;110.00;;;;;;
509;PLAY;24;24;Internet i Telewizja MAX;1000;300;800;MAX;229;236;Sky Showtime, FILMBOX+, Eleven Sports, HBO Max, Amazon Prime;cena z rabatami;1;24;140.00;;;;;;
510;PLAY;24;24;Internet i Telewizja MAX;8000;2000;800;MAX;229;236;Sky Showtime, FILMBOX+, Eleven Sports, HBO Max, Amazon Prime;cena z rabatami;1;24;175.00;;;;;;
511;PLAY;24;24;Internet i Telewizja Nowej Generacji;300;100;300;Telewizja Nowej Generacji;100;129;45 punktów do wykorzystania na streaming;cena z rabatami;1;24;120.00;;;;;;
512;PLAY;24;24;Internet i Telewizja Nowej Generacji;600;150;650;Telewizja Nowej Generacji;100;129;45 punktów do wykorzystania na streaming;cena z rabatami;1;24;130.00;;;;;;
513;PLAY;24;24;Internet i Telewizja Nowej Generacji;1000;300;800;Telewizja Nowej Generacji;100;129;45 punktów do wykorzystania na streaming;cena z rabatami;1;24;140.00;;;;;;
514;PLAY;24;24;Internet i Telewizja Nowej Generacji;8000;2000;800;Telewizja Nowej Generacji;100;129;45 punktów do wykorzystania na streaming;cena z rabatami;1;24;175.00;;;;;;
515;PLUS;24;24;Internet i Telewizja;600;50;650;M;85;87;;cena z rabatami;1;24;80..00;;;;;;
516;PLUS;24;24;Internet i Telewizja;1000;150;800;L;136;129;;cena z rabatami;1;24;120.00;;;;;;
517;NETIA;24;24;Dla każdego;300;50;300;Telewizja;94;129;Netia GO;cena z rabatami;1;3;0.00;4;24;60.00;;;
518;NETIA;24;24;Dla każdego;300;50;300;Telewizja;119;129;Cinemax HD, Netia GO;cena z rabatami;1;3;0.00;4;24;70.00;;;
519;NETIA;24;24;Dla każdego;300;50;300;Telewizja;187;184;Cinemax HD, Netia GO;cena z rabatami;1;3;0.00;4;24;100.00;;;
520;NETIA;24;24;Dla każdego;600;100;650;Telewizja;119;129;Cinemax HD, Netia GO;cena z rabatami;1;3;0.00;4;24;70.00;;;
521;NETIA;24;24;Dla każdego;600;100;650;Telewizja;187;184;Cinemax HD, Netia GO;cena z rabatami;1;3;0.00;4;24;100.00;;;
522;NETIA;24;24;Dla każdego;1000;300;800;Telewizja;94;129;Netia GO;cena z rabatami;1;6;0.00;7;24;70.00;;;
523;NETIA;24;24;Dla każdego;1000;300;800;Telewizja;119;129;Cinemax HD, Netia GO;cena z rabatami;1;6;0.00;7;24;80.00;;;
524;NETIA;24;24;Dla każdego;1000;300;800;Telewizja;187;184;Cinemax HD, Netia GO;cena z rabatami;1;6;0.00;7;24;110.00;;;
525;NETIA;24;24;Oferta specjalna;1000;300;800;Telewizja;187;184;Cinemax HD, Netia GO, Bezpieczny Internet Ultra;cena z rabatami;1;12;0.00;13;24;140.00;;;
526;NETIA;24;24;Dla każdego;2000;1000;800;Telewizja;94;129;Netia GO;cena z rabatami;1;6;0.00;7;24;85.00;;;
527;NETIA;24;24;Dla każdego;2000;1000;800;Telewizja;119;129;Cinemax HD, Netia GO;cena z rabatami;1;6;0.00;7;24;95.00;;;
528;NETIA;24;24;Dla każdego;2000;1000;800;Telewizja;187;184;Cinemax HD, Netia GO;cena z rabatami;1;6;0.00;7;24;125.00;;;
529;NETIA;24;24;Oferta specjalna;2000;1000;800;Telewizja;187;184;Cinemax HD, Netia GO, Bezpieczny Internet Ultra;cena z rabatami;1;12;0.00;13;24;160.00;;;
530;NETIA;24;24;Dla kinomaniaka;300;50;300;Telewizja;122;129;HBO HD, HMO Max, Cinemax HD, Netia GO;cena z rabatami;1;3;0.00;4;24;95.00;;;
531;NETIA;24;24;Dla kinomaniaka;300;50;300;Telewizja;190;184;HBO HD, HMO Max, Cinemax HD, Netia GO;cena z rabatami;1;3;0.00;4;24;125.00;;;
532;NETIA;24;24;Dla kinomaniaka;600;100;650;Telewizja;122;129;HBO HD, HMO Max, Cinemax HD, Netia GO;cena z rabatami;1;3;0.00;4;24;95.00;;;
533;NETIA;24;24;Dla kinomaniaka;600;100;650;Telewizja;190;184;HBO HD, HMO Max, Cinemax HD, Netia GO;cena z rabatami;1;3;0.00;4;24;125.00;;;
534;NETIA;24;24;Dla kinomaniaka;1000;300;800;Telewizja;122;129;HBO HD, HMO Max, Cinemax HD, Netia GO;cena z rabatami;1;6;0.00;7;24;105.00;;;
535;NETIA;24;24;Dla kinomaniaka;1000;300;800;Telewizja;190;184;HBO HD, HMO Max, Cinemax HD, Netia GO;cena z rabatami;1;6;0.00;7;24;135.00;;;
536;NETIA;24;24;Dla kinomaniaka;2000;1000;800;Telewizja;122;129;HBO HD, HMO Max, Cinemax HD, Netia GO;cena z rabatami;1;6;0.00;7;24;120.00;;;
537;NETIA;24;24;Dla kinomaniaka;2000;1000;800;Telewizja;190;184;HBO HD, HMO Max, Cinemax HD, Netia GO;cena z rabatami;1;6;0.00;7;24;150.00;;;
538;NETIA;24;24;Dla fanów sportu;300;50;300;Telewizja;130;129;Cinemax HD, Netia GO;cena z rabatami;1;3;0.00;4;24;90.00;;;
539;NETIA;24;24;Dla fanów sportu;300;50;300;Telewizja;198;184;Cinemax HD, Netia GO;cena z rabatami;1;3;0.00;4;24;120.00;;;
540;NETIA;24;24;Dla fanów sportu;600;100;650;Telewizja;130;129;Cinemax HD, Netia GO;cena z rabatami;1;3;0.00;4;24;90.00;;;
541;NETIA;24;24;Dla fanów sportu;600;100;650;Telewizja;198;184;Cinemax HD, Netia GO;cena z rabatami;1;3;0.00;4;24;120.00;;;
542;NETIA;24;24;Dla fanów sportu;1000;300;800;Telewizja;130;129;Cinemax HD, Netia GO;cena z rabatami;1;6;0.00;7;24;100.00;;;
543;NETIA;24;24;Dla fanów sportu;1000;300;800;Telewizja;198;184;Cinemax HD, Netia GO;cena z rabatami;1;6;0.00;7;24;130.00;;;
544;NETIA;24;24;Dla fanów sportu;2000;1000;800;Telewizja;130;129;Cinemax HD, Netia GO;cena z rabatami;1;6;0.00;7;24;115.00;;;
545;NETIA;24;24;Dla fanów sportu;2000;1000;800;Telewizja;198;184;Cinemax HD, Netia GO;cena z rabatami;1;6;0.00;7;24;145.00;;;
546;VECTRA;999;999;Internet + TV + Premium;600;60;650;Pakiet Złoty;129;129;Netflix, HBO, Eleven Sports;cena z rabatami;1;999;94.99;;;;;;
547;VECTRA;11;12;Internet + TV + Premium;600;60;650;Pakiet Złoty;129;129;HBO, Eleven Sports;cena z rabatami;1;11;94.99;;;;;;
548;VECTRA;23;24;Internet + TV + Premium;600;60;650;Pakiet Złoty;129;129;Disney+;cena z rabatami;1;3;65.00;4;23;94.99;;;
549;VECTRA;999;999;Internet + TV + Premium;300;40;300;Pakiet Srebrny;72;57;CANAL+ Super Sport;cena z rabatami;1;6;79.99;7;999;114.99;;;
550;VECTRA;23;24;Królewska oferta;300;40;300;Pakiet Srebrny;72;57;Netflix;cena z rabatami;1;1;0.00;89.99;;;;;
551;VECTRA;23;24;Królewska oferta;300;40;300;Pakiet Srebrny;72;57;HBO;cena z rabatami;1;1;0.00;89.99;;;;;
552;VECTRA;23;24;Królewska oferta;300;40;300;Pakiet Srebrny;72;57;Disney+;cena z rabatami;1;1;0.00;89.99;;;;;
553;VECTRA;23;24;Królewska oferta;300;40;300;Pakiet Srebrny;72;57;CANAL+ Seriale i Filmy;cena z rabatami;1;1;0.00;89.99;;;;;
554;INEA;12;12;Internet i Telewizja;300;50;300;Paczka START + REGIO;72;57;;cena z rabatami;1;6;0.00;7;12;89.00;;;
555;INEA;12;12;Internet i Telewizja;600;100;650;Paczka START + REGIO;72;57;;cena z rabatami;1;6;0.00;7;12;99.00;;;
556;INEA;12;12;Internet i Telewizja;1000;1000;800;Paczka START + REGIO;72;57;;cena z rabatami;1;6;0.00;7;12;109.00;;;
557;INEA;24;24;Internet i Telewizja;1000;1000;800;Paczka START + REGIO + CLASSIC;137;129;;cena z rabatami;1;24;91.00;;;;;;
558;INEA;24;24;Internet i Telewizja;1000;1000;800;Paczka START + REGIO + EXTRA;202;184;;cena z rabatami;1;24;101.00;;;;;;
559;INEA;999;999;Internet i Telewizja;1000;1000;800;Paczka START + REGIO;72;57;;cena z rabatami;1;5;0.00;6;999;109.00;;;
560;RFC;24;24;Internet i Telewizja;300;100;300;LUZ HD;123;129;;cena z rabatami;1;24;99.00;;;;;;
561;RFC;24;24;Internet i Telewizja;300;100;300;KOMFORT+ HD;180;184;;cena z rabatami;1;24;128.00;;;;;;
562;RFC;24;24;Internet i Telewizja;300;100;300;PRESTIŻ HD;212;236;;cena z rabatami;1;24;156.00;;;;;;
563;RFC;24;24;Internet i Telewizja;300;100;300;MAX HD;248;256;;cena z rabatami;1;24;184.00;;;;;;
564;JMDI;12;12;Blok;800;200;800;Telewizja;145;129;;cena z rabatami;1;2;1.00;3;12;84.90;;;
565;JMDI;24;24;Blok;600;150;650;Telewizja;145;129;;cena z rabatami;1;3;1.00;4;24;64.90;;;
566;JMDI;24;24;Blok;800;200;800;Telewizja;70;57;;cena z rabatami;1;24;59.00;;;;;;
567;JMDI;24;24;Blok;800;200;800;Telewizja;171;184;;cena z rabatami;1;4;1.00;5;24;79.90;;;
568;JMDI;24;24;Blok;800;200;800;Telewizja;171;184;CANAL+ Seriale i Filmy, Cinemax;cena z rabatami;1;2;1.00;3;24;99.90;;;
569;JMDI;24;24;Blok;800;200;800;Telewizja;171;184;Eurosport, CANAL+ Super Sport;cena z rabatami;1;2;1.00;3;24;109.90;;;
570;JMDI;24;24;Blok;1000;300;800;Telewizja;201;184;Eurosport, Polsat Sport Premium;cena z rabatami;1;3;1.00;4;24;129.90;;;
571;JMDI;24;24;Blok;1000;300;800;Telewizja;201;184;Polsat Sport Premium, CANAL+ Super Sport;cena z rabatami;1;5;1.00;6;24;159.90;;;
572;JMDI;999;999;Blok;800;200;800;Telewizja;171;184;Eleven Sports;cena z rabatami;1;999;109.90;;;;;;
573;JMDI;12;12;Dom;600;150;650;Telewizja;145;129;;cena z rabatami;1;12;94.90;;;;;;
574;JMDI;12;12;Dom;800;200;800;Telewizja;171;184;Eurosport, CANAL+ Super Sport;cena z rabatami;1;12;139.90;;;;;;
575;JMDI;24;24;Dom;600;150;650;Telewizja;145;129;;cena z rabatami;1;3;1.00;4;24;84.90;;;
576;JMDI;24;24;Dom;800;200;800;Telewizja;70;57;;cena z rabatami;1;1;1.00;2;24;79.90;;;
577;JMDI;24;24;Dom;800;200;800;Telewizja;171;184;;cena z rabatami;1;5;1.00;6;24;99.90;;;
578;JMDI;24;24;Dom;800;200;800;Telewizja;171;184;Eleven Sports;cena z rabatami;1;5;1.00;6;24;109.90;;;
579;JMDI;24;24;Dom;800;200;800;Telewizja;171;184;CANAL+ Seriale i Filmy, Cinemax;cena z rabatami;1;3;1.00;4;24;119.90;;;
580;JMDI;24;24;Dom;800;200;800;Telewizja;171;184;Eurosport, CANAL+ Super Sport, Eleven Sports;cena z rabatami;1;3;1.00;4;24;129.90;;;
581;JMDI;24;24;Dom;1000;300;800;Telewizja;70;57;;cena z rabatami;1;1;1.00;2;24;89.90;;;
582;JPK;12;12;Blok;400;100;300;Telewizja;160;184;;;1;12;122.00;;;;;;
583;JPK;12;12;Blok;400;100;300;IPTV Luz HD;119;129;;;1;12;77.00;;;;;;
584;JPK;12;12;Blok;400;100;300;IPTV Komfort+ HD;172;184;;;1;12;96.00;;;;;;
585;JPK;12;12;Blok;400;100;300;IPTV Max HD;240;236;;;1;12;123.00;;;;;;
586;JPK;12;12;Blok;400;100;300;IPTV Prestiż HD;204;184;;;1;12;136.00;;;;;;
587;JPK;12;12;Blok;600;200;650;Telewizja;160;184;;;1;12;126.00;;;;;;
588;JPK;12;12;Blok;600;200;650;IPTV Luz HD;119;129;;;1;12;81.00;;;;;;
589;JPK;12;12;Blok;600;200;650;IPTV Komfort+ HD;172;184;;;1;12;100.00;;;;;;
590;JPK;12;12;Blok;600;200;650;IPTV Max HD;240;236;;;1;12;127.00;;;;;;
591;JPK;12;12;Blok;600;200;650;IPTV Prestiż HD;204;184;;;1;12;140.00;;;;;;
592;JPK;12;12;Blok;950;300;800;Telewizja;160;184;;;1;12;131.00;;;;;;
593;JPK;12;12;Blok;950;300;800;IPTV Luz HD;119;129;;;1;12;86.00;;;;;;
594;JPK;12;12;Blok;950;300;800;IPTV Komfort+ HD;172;184;;;1;12;105.00;;;;;;
595;JPK;12;12;Blok;950;300;800;IPTV Max HD;240;236;;;1;12;132.00;;;;;;
596;JPK;12;12;Blok;950;300;800;IPTV Prestiż HD;204;184;;;1;12;145.00;;;;;;
597;JPK;12;12;Blok;2000;2000;800;Telewizja;160;184;;;1;12;153.00;;;;;;
598;JPK;12;12;Blok;2000;2000;800;IPTV Luz HD;119;129;;;1;12;108.00;;;;;;
599;JPK;12;12;Blok;2000;2000;800;IPTV Komfort+ HD;172;184;;;1;12;127.00;;;;;;
600;JPK;12;12;Blok;2000;2000;800;IPTV Max HD;240;236;;;1;12;154.00;;;;;;
601;JPK;12;12;Blok;2000;2000;800;IPTV Prestiż HD;204;184;;;1;12;167.00;;;;;;
602;JPK;24;24;Blok;400;100;300;Telewizja;160;184;;;1;24;110.00;;;;;;
603;JPK;24;24;Blok;400;100;300;IPTV Luz HD;119;129;;;1;24;67.00;;;;;;
604;JPK;24;24;Blok;400;100;300;IPTV Komfort+ HD;172;184;;;1;24;84.00;;;;;;
605;JPK;24;24;Blok;400;100;300;IPTV Max HD;240;236;;;1;24;112.00;;;;;;
606;JPK;24;24;Blok;400;100;300;IPTV Prestiż HD;204;184;;;1;24;124.00;;;;;;
607;JPK;24;24;Blok;600;200;650;Telewizja;160;184;;;1;24;114.00;;;;;;
608;JPK;24;24;Blok;600;200;650;IPTV Luz HD;119;129;;;1;24;71.00;;;;;;
609;JPK;24;24;Blok;600;200;650;IPTV Komfort+ HD;172;184;;;1;24;88.00;;;;;;
610;JPK;24;24;Blok;600;200;650;IPTV Max HD;240;236;;;1;24;116.00;;;;;;
611;JPK;24;24;Blok;600;200;650;IPTV Prestiż HD;204;184;;;1;24;128.00;;;;;;
612;JPK;24;24;Blok;950;300;800;Telewizja;160;184;;;1;24;119.00;;;;;;
613;JPK;24;24;Blok;950;300;800;IPTV Luz HD;119;129;;;1;24;76.00;;;;;;
614;JPK;24;24;Blok;950;300;800;IPTV Komfort+ HD;172;184;;;1;24;93.00;;;;;;
615;JPK;24;24;Blok;950;300;800;IPTV Max HD;240;236;;;1;24;121.00;;;;;;
616;JPK;24;24;Blok;950;300;800;IPTV Prestiż HD;204;184;;;1;24;133.00;;;;;;
617;JPK;24;24;Blok;2000;2000;800;Telewizja;160;184;;;1;24;141.00;;;;;;
618;JPK;24;24;Blok;2000;2000;800;IPTV Luz HD;119;129;;;1;24;98.00;;;;;;
619;JPK;24;24;Blok;2000;2000;800;IPTV Komfort+ HD;172;184;;;1;24;115.00;;;;;;
620;JPK;24;24;Blok;2000;2000;800;IPTV Max HD;240;236;;;1;24;143.00;;;;;;
621;JPK;24;24;Blok;2000;2000;800;IPTV Prestiż HD;204;184;;;1;24;155.00;;;;;;
622;JPK;12;12;Dom;400;100;300;Telewizja;150;129;;;1;12;158.98;;;;;;
623;JPK;12;12;Dom;400;100;300;IPTV Luz HD;119;129;;;1;12;108.99;;;;;;
